"249180010","PSZCZYNA","2023","08","01",17.5,"",.0,"8",.3,"",4.7,""
"249180010","PSZCZYNA","2023","08","02",19.2,"",.0,"8",2.0,"",3.3,""
"249180010","PSZCZYNA","2023","08","03",18.4,"",.0,"8",1.0,"",7.3,""
"249180010","PSZCZYNA","2023","08","04",19.2,"",.0,"8",.3,"",8.0,""
"249180010","PSZCZYNA","2023","08","05",17.7,"",.0,"8",1.3,"",7.3,""
"249180010","PSZCZYNA","2023","08","06",15.6,"",.0,"8",2.3,"",8.0,""
"249180010","PSZCZYNA","2023","08","07",13.4,"",.0,"8",2.0,"",8.0,""
"249180010","PSZCZYNA","2023","08","08",15.3,"",.0,"8",2.3,"",3.3,""
"249180010","PSZCZYNA","2023","08","09",14.7,"",.0,"8",.7,"",6.3,""
"249180010","PSZCZYNA","2023","08","10",13.8,"",.0,"8",.7,"",3.0,""
"249180010","PSZCZYNA","2023","08","11",16.8,"",.0,"8",.3,"",2.0,""
"249180010","PSZCZYNA","2023","08","12",20.1,"",.0,"8",1.0,"",.3,""
"249180010","PSZCZYNA","2023","08","13",21.6,"",.0,"8",1.0,"",1.7,""
"249180010","PSZCZYNA","2023","08","14",23.7,"",.0,"8",.3,"",.7,""
"249180010","PSZCZYNA","2023","08","15",23.8,"",.0,"8",1.0,"",.3,""
"249180010","PSZCZYNA","2023","08","16",24.5,"",.0,"8",.7,"",2.3,""
"249180010","PSZCZYNA","2023","08","17",22.3,"",.0,"8",1.0,"",7.0,""
"249180010","PSZCZYNA","2023","08","18",21.1,"",.0,"8",.3,"",5.3,""
"249180010","PSZCZYNA","2023","08","19",22.6,"",.0,"8",.7,"",.3,""
"249180010","PSZCZYNA","2023","08","20",24.0,"",.0,"8",1.0,"",1.3,""
"249180010","PSZCZYNA","2023","08","21",22.8,"",.0,"8",1.3,"",6.7,""
"249180010","PSZCZYNA","2023","08","22",23.9,"",.0,"8",1.3,"",7.0,""
"249180010","PSZCZYNA","2023","08","23",21.9,"",.0,"8",.7,"",5.0,""
"249180010","PSZCZYNA","2023","08","24",19.6,"",.0,"8",1.3,"",1.0,""
"249180010","PSZCZYNA","2023","08","25",21.9,"",.0,"8",1.3,"",2.7,""
"249180010","PSZCZYNA","2023","08","26",23.1,"",.0,"8",.7,"",3.3,""
"249180010","PSZCZYNA","2023","08","27",20.7,"",.0,"8",.3,"",6.0,""
"249180010","PSZCZYNA","2023","08","28",18.5,"",.0,"8",.3,"",8.0,""
"249180010","PSZCZYNA","2023","08","29",16.6,"",.0,"8",1.0,"",8.0,""
"249180010","PSZCZYNA","2023","08","30",15.1,"",.0,"8",.7,"",8.0,""
"249180010","PSZCZYNA","2023","08","31",16.1,"",.0,"8",1.3,"",5.0,""
"249180160","BRENNA","2023","08","01",17.9,"",.0,"8",4.0,"",7.7,""
"249180160","BRENNA","2023","08","02",19.4,"",.0,"8",3.0,"",4.0,""
"249180160","BRENNA","2023","08","03",19.9,"",.0,"8",3.3,"",6.7,""
"249180160","BRENNA","2023","08","04",19.5,"",.0,"8",1.3,"",6.3,""
"249180160","BRENNA","2023","08","05",18.0,"",.0,"8",2.7,"",7.7,""
"249180160","BRENNA","2023","08","06",15.4,"",.0,"8",1.0,"",8.0,""
